job_title,job_location,job_type,job_description
Game Promo Tools Data Analyst,European Union,Remote,"To Succeed In The Role, You Will Have

3+ years of analytical work experience, preferably in the online Gaming/iGaming industry or the video streaming industry.
BSc/BA in a highly quantitative field such as Mathematics, Economics, Statistics, or equivalent
Outstanding analytical and technical skills, with the ability to turn complex data into actionable recommendations
Strong SQL skills with experience querying large, complex data sets
Strong presentation and data visualization skills and great attention to detail
A self-motivated and independent working style

Preferred Additional Qualifications

Experience with the online gambling industry domain
Experience with the online gambling industry domain
Knowledge of Clickhouse
Knowledge of Python, or any other scripting language
Pet projects and hobbyist interests in data analysis and machine learning outside work are welcomed (e.g., Kaggle competitions)
Practical experience with workflow management tools (Jira) and collaboration software (Confluence)
A true passion for understanding consumers’ social gaming behavior and tolerance for ambiguity

What will you be doing?

Be at the forefront of analysis, leveraging vast data sources to propose innovative ideas that shape our future product developments for promo features portfolio.
Analyze large, complex data sets representing the behavior of millions of players to address strategic and operational business questions.
Provide actionable recommendations and conclusions from game data to shape promo features and future product roadmaps.
Work closely with internal departments to drive insights that will help produce better game promo features and drive improvements in engagement and retention.
Build automated dashboards and reports to facilitate awareness and understanding of key business metrics and players’ experiences with game promo features.
Manage multiple projects at a time in a fast-paced, results-oriented environment.

What You Get In Return

Quarterly Bonuses: Benefit from a transparent and systematic quarterly bonus system
Legal Formalization: Private Entrepreneur (Diia City in Ukrainian jurisdiction)
Tax Coverage: The company fully covers all applicable taxes
Remote Work Option: Choose to work remotely, providing greater flexibility and comfort
Medical Insurance: Receive comprehensive medical insurance for both you and a significant other
Financial Support for Life Events: We provide financial support during special life events
Unlimited Paid Vacation: Enjoy unlimited paid vacation leave
Unlimited Paid Sick Leave: Take unlimited paid sick leave whenever necessary
Professional Development: Get reimbursement for professional development courses and training

Looking forward to welcoming you to the iGaming world!"
Data Analyst (0 Experience Required),Germany,Remote,"For thousands of years, maps have provided humans with the knowledge they need to make decisions. As a Maps Evaluator, you will have the opportunity to provide ground truth for your town, city or country.

At Peroptyx, we are looking for Data Analysts who will review mapping data for digital mapping applications. Your research capabilities will validate and ensure that the navigation of certain routes are accurate and safe.

As part of this role you will verify that business names and opening hours are correct. You will check that the distance from a starting point to an end destination is listed accurately resulting in better user experiences.

With this job you can plan your days around this highly flexible working schedule, work weekends or late evenings, all from the comfort of your own office. The flexibility of our roles minimizes the impact on your daily routine.

So, whether you are a student looking to earn as you learn, a retiree looking for a new challenge a part-time/full time professional or a work from home parent, Peroptyx has the right role for you!

Benefits
Work up to 20 hours per week.
Earn a competitive rate of pay.
Develop your research skills.
Avoid the long commute.
Work from the comfort of your home office.
Enjoy the flexibility of setting your own working hours!

Ideal Candidate
Fluent in English and German.
Excellent research skills.
Excellent local knowledge of your home country.
Good understanding and general knowledge of the geography and culture of Germany.
Analytical mindset.

Job Requirements
Must be living in Germany for a minimum of 5 consecutive years.
Must pass an online open-book exam that can verify your full understanding of the material and concepts.
Must be willing to work a minimum of 10 hours and up to 20 hours per week depending on task availability.
Good working knowledge of search engines, map applications and familiarity with social media platforms.
Strong ability to learn, understand and apply multiple sets of different instructions.
All work must be of an independent nature.


Apply Online Today!"
"Data Analyst / Decision Scientist, Security and Privacy Engineering","Berlin, Berlin, Germany",Full-time,"Brief info about Vinted

Vinted Marketplace is the largest online international C2C marketplace in Europe dedicated to second-hand fashion, with millions of registered members spanning 20+ markets in Europe and North America. With a mission to make second-hand the first choice worldwide, Vinted enables people to sell and buy second-hand clothes and lifestyle items from each other, helping give those items a second or even third life.

Vinted Go launched in 2022, with a focus on developing products and solutions for more seamless shipping and delivery across Europe. Vinted Go has connected more than 40 carriers and more than 200,000 PUDO points across Europe to support the delivery of millions of parcels per year.

The Vinted Group, composed of Vinted Marketplace and Vinted Go, is headquartered in Vilnius, with workplaces in Germany, Lithuania, France, the United Kingdom, the Netherlands and over 2,000 employees. It is backed by six leading venture capital firms: Accel, Burda Principal Investments, EQT Growth, Insight Partners, Lightspeed Venture Partners, and Sprints Capital.

Information about the position

Currently, Vinted’s Security & Privacy (S&P) domain lacks analytics capabilities to quantifiable measure the impact on members (customers) and business. Hence, S&P is joining forces with the Data Science & Analytics (DSA) department. In this role, you’ll be the first decision scientist in the domain. That means that you’ll have the opportunity to shape the domain and help make data-driven decisions. For that, you will define meaningful metrics, investigate the relation between the work the domain does versus the impact on the business (e.g. through experimentation) and improve risk estimations with statistically sound methods. Since there is no Analytics Engineer in the domain, you’ll occasionally have to write some dbt jobs to transform the data you use.

In this position, you’ll

Define meaningful metrics - validate existing metrics and help to develop new metrics which are meaningful for decision making across Vinted. 
Quantify our impact - find a way to translate technical security and privacy results to business metrics, e.g. did our anti-phishing efforts help to improve experience for the members?
Risk estimation - improve risk evaluation with more statistically sound methods. 
Work on improved detection - provide expertise on tools and techniques for anomaly detection (e.g. fraud, scraping)
Collaborate with Analytics Engineers and Decision Scientists from our Group Applied Data domain

About You

Demonstrated working experience as a Decision Scientist, Data Analyst, or other role with a strong data component. 
BSc or MSc in Data Science, Computer Science, Statistics, Econometrics, Applied Mathematics, Engineering, or another related field (equivalent working experience is also acceptable)
Programming experience (for example Python or R)
Proficient in SQL and experience with dashboarding tools (e.g. Looker, Tableau, etc.). Open to learn dbt and Analytics Engineering best practices. 
Affinity with the ‘Security and Privacy’ practices, e.g. understanding the generic concepts behind privacy enhancing technologies, risk estimation, anomaly detection, etc. 
Strong interpersonal skills and a good communicator who can present complex topics clearly and persuasively to different audiences and senior stakeholders
Ability to deal with ambiguity and to combine data insights with strategic thinking 
Excellent written and spoken English

Work perks

The opportunity to benefit from our share options programme
30 days of paid annual leave
Newest MacBook models
Mental and emotional health support through the Mindletic app
Home office support: we provide IT workstation equipment and a personal budget of up to €540 for home workplace furniture
A daily lunch allowance
Frequent team-building events
A personal monthly budget for shopping on Vinted
A subsidised gym membership with ClassPass or Urban Sports Club
A subsidised pension plan provided by Vinted
Hallesche Supplemental health insurance
Life and disability insurance provided
A subsidised Deutschlandticket
The opportunity to spend up to 90 days per year - 21 of which can be spent working outside of the EU - on workation
A dog-friendly office

Working at Vinted

Individual Learning Budget

We invest in your professional growth! As part of our commitment to continuous learning, we offer an annual learning budget to support your personal and career development through courses, certifications, workshops and more.

Hybrid Work

We’ve adopted a hybrid workplace model where 2 days in the office are recommended but not enforced. It’s up to you and your team to decide on the exact days you’ll spend working together in person.

Equal Opportunity

The Vinted Group is committed to building an inclusive workplace where people from all walks of life feel a sense of belonging. We welcome applications from people of all backgrounds, identities and life experiences. At Vinted, all applicants are treated fairly without regard to their race, age, religion or belief, sex, national origin, citizenship, gender identity, sexual orientation, disability, or any other protected characteristic.

The salary range for this position is €69,000 - €93,400 gross per year."
Game Data Analyst (World of Warships),"Berlin, Germany",Hybrid,"Job Overview

Wargaming is looking for a Game Data Analyst to work on World of Warships , World of Warships: Legends and World of Warships: Blitz in our brand to strengthen the World of Warships product analytics team.

You will be a part of the team working on analyzing, visualizing, monitoring and managing data of three World of Warships Franchise games. We cover all kinds of products' needs ranging from in-game battle analysis to game economy and financial monitoring. We work extensively with game production team for both providing sufficient data for informed decisions and to enhance data processes within the development.

Reports to

Our future colleague will report to BI Team Lead

What will you do?

Work closely with internal customers and stakeholders to elicit business requirements and transform them into valuable BI reports / research reports for senior management and product teams all over the globe; 
Identify the key needs and point of growth of the development team and identify which data and how can enhance the decision-making process; 
Define the format and to provide the decision support outputs (dashboards, ad hoc reports); 
Determine key measurement metrics for new functionality and define tracking strategy; 
Consult users and lead cross-functional teams to address business issues, if necessary; 
Directly produce datasets and reports for analysis using various system reporting tools, if necessary. 

What are we looking for?

3+ year experience on similar position; 
Experience in game development (2+ years) and understanding of game production processes and needs; 
Advanced knowledge of SQL at the level of complex queries; 
Data visualization skills, proficiency with BI instruments (we use Tableau); 
Good mathematical knowledge and knowledge of statistics; 
Knowledge of Python popular libraries for data processing and analysis; 
Experienced in working with DWH, overall understanding of DWH design and operations; 
Written and spoken English (B2 and higher).

What additional skills will help you stand out?

Experience in Wargaming games 
Understanding of multiplatform game analysis basics (PC, mobile, console). 

Work mode

Hybrid (2-3 days of work from the office)

Benefits

Benefits and perks are tailored to the local market and culture. Our benefits in Berlin include:

Additional Vacation days on top of the statutory minimum dependent on years of service with Wargaming Group
Up to 8 ""Trust days"" per calendar year that require no medical certificate 
Career development and education opportunities within the company
English clubs and platform for learning languages
Premium Private Health Care 
Mental well-being program (iFeel)
Commuting allowance
Gym trainings / Wellness program 
Personal Gaming Account 
Coffee, fruits, and snacks in the office
Company events 
Seniority Awards 
Referral program - you can recommend the best talents to the Company and receive a reward 

Please submit your CV in English to ensure smooth processing and review.

About Wargaming

Wargaming is an award-winning online game developer and publisher headquartered in Nicosia, Cyprus. Operating since 1998, Wargaming has become one of the leaders in the gaming industry with 15 offices worldwide, including studios in Chicago, Prague, Shanghai, Tokyo, and Vilnius. Our diverse and multicultural team works together to deliver a top-class experience to millions of players who enjoy Wargaming's titles across all major gaming platforms. Our flagship products include free-to-play hits World of Tanks, World of Warships and World of Tanks Blitz.

Please see Wargaming Candidate Privacy Policy for details on how Wargaming uses your personal data."
Business / Data Analyst (m/w/d),"Berlin, Germany",Hybrid,"Du liebst Musik? Dann hilf mit, sie zu schützen!

Die GEMA nimmt die Rechte der Musikschaffenden in Deutschland und die Rechte von über 2 Millionen Rechteinhabern und Rechteinhaberinnen aus aller Welt wahr. Wir sorgen dafür, dass die Urheber und Urheberinnen an den Einnahmen aus der Nutzung ihrer Musikwerke angemessen beteiligt werden und sich ganz auf ihr kreatives Schaffen konzentrieren können. Helfen Sie mit, Musikkultur zu fördern und zu ermöglichen! Unsere Haltung ist geprägt durch anspruchsvolles Agieren, initiatives Wirken, unternehmerisches Denken und Handeln, fairen und integren Umgang miteinander sowie die Übernahme von Verantwortung. Dies gibt uns Orientierung für unsere tägliche Arbeit.

Für unsere Abteilung Projekte, IT-Koordination, Analyse in der Direktion Förderstrukturen und Innovation Verteilung am Standort Berlin suchen wir zum nächstmöglichen Zeitpunkt eine/einen

Business / Data Analyst (m/w/d) in Vollzeit 

Hier spielt die Musik – Dein Einsatzgebiet:

Du verantwortest die Entwicklung, Durchführung und Weiterentwicklung von Datenanalysen für direktionsinterne und –übergreifende Fachabteilungen und Projekte. Zudem organisierst und steuerst du weitere Services und Themen im Bereich der Datenanalyse.
Du übernimmst die bereichsübergreifende Analyse fachlicher Prozesse zur Verbesserung der Abläufe und Systeme
Du wirkst als Schnittstelle zwischen dem Fachbereich, IT und den Projekten
Du bist Ansprechpartner/in für Fachabteilungen in der Datenanalyse und damit verbundenem Anforderungs- und Testmanagement

Stimmig – Deine Qualifikationen:

Du verfügst über ein abgeschlossenes Studium im Bereich der Wirtschaftsinformatik, -mathematik oder eine vergleichbare Ausbildung mit hoher IT-Affinität
Du konntest umfassende Erfahrung mit Datenbanken, Big Data, KPI-Konzepten und betriebswirtschaftlichen Kennzahlen sammeln
Du hast sehr gute Kenntnisse in Datenbankabfrage- und Programmiersprachen (SQL, Python) sowie Erfahrung in zielgruppengerechter Aufbereitung von Analyseergebnissen mit entsprechenden Tools (Tableau, o.ä.).
Dein sehr gutes analytisches Denkvermögen, technische Affinität sowie eine schnelle Auffassungsgabe erleichtern dir den Arbeitsalltag
Kenntnisse im Anforderungsmanagement sowie Testmanagement (inkl. Kenntnisse gängiger Tools wie Jira o.ä.) sind wünschenswert
Du hast gute Präsentations- und Moderationsfähigkeiten und arbeitest gerne eigeninitiativ und flexibel
Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift müssen wir voraussetzen
Deine Arbeitsweise ist proaktiv, dynamisch und selbstständig

Klangvoll – unsere Benefits:
Du bist uns wichtig! Deshalb gibt‘s flexible und familienfreundliche Arbeitszeitmodelle mit Gleitzeit, zusätzliche Unterstützungsangebote durch den pme Familienservice, ein umfassendes Gesundheitsprogramm und JobRad.
Wir entwickeln Dich weiter! Mit regelmäßigen Trainings, Workshops und Seminaren.
Wir entwickeln uns mit Dir weiter! Wir sind im kontinuierlichen Change. Dazu brauchen wir auch Deine Ideen!
Und das gibt es on top: 30 Tage Urlaub, vermögenswirksame Leistungen und Mitarbeiterrabatte.
Hauseigenes modernes Betriebsrestaurant mit Barista-Service – was bei uns auf den Tisch kommt, ist lecker! Sagen jedenfalls unsere Mitarbeitenden.
Ob Office oder mobile Work – die Mischung macht’s.

Bereit für den nächsten Karriereschritt in der Musikbranche?
Bist du an einer spannenden und facettenreichen Tätigkeit in der Musikbranche mit sympathischen und musikbegeisterten Teams in einer anspruchsvollen Arbeitsumgebung interessiert?
Dann freuen wir uns auf deine aussagekräftige Bewerbung.

GEMA
Gesellschaft für musikalische Aufführungs- und mechanische Vervielfältigungsrechte
Personalabteilung | Standort auswählen
www.gema.de"
Data Analyst*in,"Berlin, Berlin, Germany",On-site,"Data Analyst*in (m/w/d)

DKB AG

Standort: Berlin

unbefristet

Teil- & Vollzeit möglich

ab sofort

Deine Aufgaben

Du arbeitest im Bereich Business Intelligence in einem interdisziplinären Team von Expert*innen und versorgst dort als Data Analyst*in die Facheinheiten der Banksteuerung mit relevanten Daten und Insights
Du bist Sparringspartner*in für den*die Product Owner*in und führst Workshops zur Auftragsklärung und Anforderungsspezifikation durch
Du analysierst DKB-interne und externe Datenquellen und definierst fachliche Regeln und Rahmenbedingungen für eine Datenintegration
Du schlägst die Brücke zwischen Anforderungen aus dem Business und der technischen Implementierung, begleitest die Umsetzung und testest neue Artefakte auf Herz und Niere
Du kooperierst eng mit unseren Data Engineers und mit Expert*innen zu den Themen Datenarchitektur, Datenmodellierung, Data Governance, Datenqualität und Datenschutz
Du führst Datenanalysen durch und unterstützt deine Stakeholder bei der Entscheidungsfindung
Du nutzt einen modernen Toolstack und arbeitest in einem agilen Setup 
Du bringst dich aktiv in unsere Data Analyst Community ein, teilst dein Wissen und bleibst immer up to date

Dein Profil

Du hast deinen Bachelor oder Master in (Wirtschafts-)Informatik, (Wirtschafts-)Mathematik oder einem vergleichbaren quantitativen Studiengang in der Tasche und bringst bereits relevante Berufserfahrung als Data Analyst*in mit
Mit deinen Erfahrungen im Anforderungsmanagement kannst du komplexe Aufgaben verstehen, priorisieren und sie im Team lösen
Du weißt, wie eine Bank funktioniert und gesteuert wird und es interessiert dich, wie ihre Bereiche mit den für sie relevanten Daten versorgt werden
Kenntnisse in SQL, Python, BI Tools und Datenvisualisierung bringst du mit
Analytisch-ganzheitliche Denkweise und Stakeholdermanagement gehören zu deinen Stärken
Data Vault und 3NF sowie Jira und Confluence sind keine Fremdwörter für dich
Sehr gute Deutschkenntnisse 

Die DKB steht für Vielfalt und Chancengerechtigkeit. Egal, woher du kommst, wie alt du bist, welches Geschlecht, welche Genderidentität, sexuelle Orientierung oder Religion du hast, ob mit oder ohne Behinderung - wir freuen uns auf deine Bewerbung!

Deine Benefits und mehr

Attraktive Vergütung (tariflich oder außertariflich) 
Flexibles und mobiles Arbeiten – temporär auch im EU-Ausland 
Du hast die Wahl: Benefits Pass, Jobticket oder Jobrad 
Moderne Technik- ausstattung und Tool Stack. 
Individuelle Qualifi- zierungsmöglichkeiten 
Duz-Kultur und kein Dresscode 
Externe Mitarbeitenden- beratung 
Angebote zum Gesundbleiben 
Weitere Extras wie z.B. betriebliche Altersvorsorge und Versicherungsschutz 

Immer für dich ansprechbar

Kristina Fink

Expertise Lead

recruiting@dkb.de

Deutsche Kreditbank AG

Du möchtest mehr zur DKB erfahren?

Dann schau auf unserer Karriereseite vorbei."
Online Data Analyst - German speaking,Germany,Remote,"Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? Enjoy the freedom to work at your own pace, from anywhere in Germany you feel comfortable.

Tasks

In this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwide
Completing research and evaluation tasks in a web-based environment such as verifying and comparing data, and determining the relevance and accuracy of information.


Requirements

Candidates must be currently residing in Germany for at least two consecutive years and possess full professional proficiency in both German and English.
A comprehensive understanding of contemporary and historical events in business, media, sports, news, social media, and cultural affairs within Germany.
Skilled in adhering to guidelines and conducting online research using search engines, digital maps, and various website resources.
Capable of managing a diverse range of tasks, including those related to maps, news, audio analysis, and relevance assessment.
Access to a high-speed broadband internet connection, a personal computer, and the necessary software tools. 


This is a long-term project and your work will occasionally be subject to quality assurance checks.

Assessment - In order to be hired into the program, you'll take an open book qualification exam that will determine your suitability for the position and complete ID verification.

Benefits

Flexible, part-time hours — work when it suits you.
Be part of a global AI community with 1 million+ contributors.
Opportunity to work on projects for top global brands.
Mental health support and access to well-being tools.


To apply, please submit a copy of your English CV highlighting your relevant skills for the role. We will contact you to assist with the registration process.

TELUS Digital AI Community

Our global AI Community is a vibrant network of 1 million+ contributors from diverse backgrounds who help our customers collect, enhance, train, translate, and localize content to build better AI models. Become part of our growing community and make an impact supporting the machine learning models of some of the world’s largest brands."
Revenue Insights Analyst (f/m/d),"Berlin, Berlin, Germany",Remote,"Purpose of Position

As a Revenue Insights Analyst, you will play a pivotal role in driving our revenue by analysing complex data sets to uncover actionable insights and growth opportunities. Working closely with cross-functional teams, you’ll identify and communicate key revenue drivers, develop recommendations for optimisation, and support strategic initiatives with data-driven guidance. Your work will directly impact our business outcomes, helping us stay competitive and agile in a dynamic market.

Key Tasks

Data Analysis & Insights Development

Conduct deep-dive analyses of revenue streams, customer behaviours, and market trends to identify key drivers of growth and potential areas of improvement. 
Use statistical and analytical techniques to build models that predict revenue trends and pinpoint growth opportunities. 
Regularly monitor and report on key revenue metrics, providing insights on variances and performance. 

Strategic Planning & Revenue Optimisation 

Translate insights into actionable strategies that align with organisational goals, driving revenue growth across multiple channels. 
Identify, design, and recommend improvements to pricing, marketing, sales, and customer experience initiatives based on data findings. 
Collaborate with Sales, Marketing, and Product teams to develop data-backed strategies that target customer acquisition, retention, and lifetime value optimisation. 

Reporting & Communication

Create and present reports and dashboards that provide clear visibility into revenue performance and growth opportunities. 
Deliver insights and recommendations to stakeholders, making complex data accessible and actionable. 
Regularly update leadership on emerging trends, risks, and areas of opportunity for revenue optimisation. 

Continuous Improvement & Innovation 

Stay up-to-date on industry best practices and data analysis techniques to refine our approach to revenue insights. 
Proactively identify and propose new data sources, tools, and methodologies to improve analytical accuracy and relevance. 
Work closely with data engineers and IT to ensure data quality and integrity. 

Skills & Expertise

3+ years of experience in a similar role, focusing on data analysis, business intelligence, or revenue optimisation. 
Proven ability to turn data insights into strategic recommendations that drive revenue growth. 
Excellent communication and presentation skills, with a knack for making data accessible to non-technical stakeholders. 
Strong analytical skills with proficiency in data analysis tools like SQL, Python, R, or similar. 
Experience with data visualisation tools (e.g., Tableau, Power BI) to create compelling and actionable insights. 
Familiarity with CRM, financial forecasting, and business intelligence tools is a plus. 
Experience with the use of AI and / or Machine Leaning to optimise outcomes is a benefit. 

Our Offer

Flexi-Week and Work-Life Balance: We prioritise your mental health and wellbeing, offering you a flexible four-day Flexi-Week at full pay and with no reduction to your annual holiday allowance. We also offer a variety of different paid special leaves. 
Remote Working Allowance: You will receive a monthly allowance to cover part of your running costs. In addition, we will support you in setting up your remote workspace appropriately. 
Flexi-Office: We offer an international culture and flexibility through our Flexi-Office and hybrid/remote work possibilities to work across Awin regions
Development: We’ve built our extensive training suite Awin Academy to cover a wide range of skills that nurture you professionally and personally, with trainings conveniently packaged together to support your overall development. 

Established in 2000, Awin is proud of our dynamic, social and inclusive culture.

Like all businesses, we’ve had to adapt and nurture our culture in a virtual environment. Our virtual ‘Life @ Awin’ hub brings our colleagues from across the globe together for various social activities.

Diversity & Inclusion are paramount to us, and we proudly pursue and hire diverse team members. We champion uniqueness and authenticity; this is who we are at our core. Our network of affiliate partnerships are diverse and transparent, as are the employees powering our vision to build the world’s leading open partner ecosystem. We welcome all backgrounds, identities, and experiences. If you need support at any point in the application or interview process, please let us know.

Apply now to begin the next stage of your career at a progressive company that supports both your professional and personal development."
Data Analyst (m/w/d),"Berlin, Berlin, Germany",Remote,"Auch wenn Versicherung unser tägliches Geschäft ist - als Versicherer sind wir nicht alltäglich. Vom Studierenden bis zum Vorstand sind wir ein Team motivierter, kluger und kreativer Köpfe mit dem Ziel, gemeinsam erfolgreich zu sein und weiter zu wachsen. Flache Hierarchien, kurze Wege und eine enge, bereichsübergreifende Zusammenarbeit machen uns erfolgreich.

Unser Fokus liegt auf dem stetig wachsenden Markt des Onlinevertriebes von Versicherungen. Deswegen arbeiten wir mit einer Vielzahl renommierter Online-Portale eng zusammen. Neben traditionellen Versicherungssparten bieten wir unserer Kundschaft auch neue, innovative Produkte an und passen ihre Versicherungen so an ihr Leben an.

Du bist das Talent, was wir brauchen? Dann werde Teil unseres vielfältigen Teams und bewirb dich ab sofort als

Data Analyst (m/w/d)

Aufgaben

Du bist die Schnittstelle zwischen Fachbereich und Datenanalyse: Du erfasst fachliche Anforderungen im Versicherungsumfeld, analysierst sie und setzt datenbasierte Lösungen zielgerichtet um.
Du analysierst und entwickelst relevante KPIs entlang der gesamten Wertschöpfungskette.
Du erstellst aussagekräftige Dashboards und Reportings. Dabei arbeitest du in enger Abstimmung mit den unterschiedlichen Fachbereichen zusammen und hilfst mit deinem datengetriebenen Fokus, dass die richtigen Entscheidungen getroffen werden.
Bei der Weiterentwicklung der fachlichen Datenmodelle arbeitest du eng mit dem Entwicklerteam zusammen.

Profil

Dein Studium der Wirtschaftsinformatik, (Wirtschafts-)Mathematik, DataScience oder vergleichbar hast Du erfolgreich abgeschlossen.
Du kennst dich mit den gängigen Datenanalysetools (Tableau, PowerBI, etc.) aus und verfügst über gute Kenntnisse im Umgang mit SQL, Python oder ähnliche.
Du hast bereits Erfahrung in einem Versicherungsunternehmen oder einem vergleichbaren datengetriebenen Unternehmen gesammelt und dabei dein zielorientiertes und strukturiertes Denkvermögen unter Beweis gestellt.
Du bist ein Teamplayer und verfügst außerdem über ein sicheres und kompetentes Auftreten.

Wir bieten 

 Ein unbefristeter Arbeitsvertrag in Vollzeit 
 27 Tage Urlaub, wobei nach 2 und 5 Jahren jeweils ein Tag dazu kommt (+ 24.12. und 31.12. immer frei) 
 Flexible Arbeitszeiten mit Gleitzeitkonto auch aus dem Home-Office 
 Ein Onboarding-Programm mit gelebter Willkommenskultur, Onboarding Buddy, Shadowing in verschiedenen Bereichen, Social Events, u.v.m. 
 Berufliche Förderung u.a. durch ein Weiterbildungsbudget, zahlreiche interne Fortbildungsangebote sowie internem Englischunterricht 
 Viele weitere Benefits wie beispielsweise
Ein tolles Office im Herzen von Berlin mit einer großen Dachterrasse 
Die technische Ausstattung für Dein Home-Office (Laptop, 2 Monitore, Dockingstation und Headset) 
Vermögenswirksame Leistungen 
Zuschuss zum Deutschlandticket 
Corporate Benefits 
Zuschuss zu deiner Mitgliedschaft im Fitnessstudio 
Leasing von Fahrrädern über JobRad 
Ein monatliches Team-Frühstück 
Important note

Please be advised that a valid work permit for Germany is required for non-EU citizens. Unfortunately, applications without a valid work permit and sufficient German language skills may not be considered.

LNKD1_DE"
Young Professional Client Data Analyst (m/f/d) ←,"Berlin, Berlin, Germany",On-site,"As a cross-industry IT management consultancy, Talentschmiede promotes the career development for graduates and young professionals. We offer our clients project teams with young, talented and highly motivated employees, who we continuously train by means of our innovative training and support concept.

We are looking for a Young Professional Client Data Analyst (m/f/d) who would like to develop their career within the field of data analysis and data engineering.

Ihre Aufgaben

Responsibility for the analysis of data structures of numerous customer databases as well as the design of the database architecture.
Validate data sources in order to assess data completeness, quality and consistency.
Normalizing data to enable integration and automation of data flows.
Map data records from various data sources and are responsible for automating data collection.
Initiate and implement changes to technical and operational processes to reduce data problems.
Develop solution plans and processes for key data challenges and associated reporting.
You will undergo an individual training program and develop into a certified data analyst.

Fachliche Anforderungen

You have completed one of the following courses of study: Computer science, business informatics, economics with an IT focus, Mathematics, Physics or Engineering disciplines – or you have a comparable professional experience, e.g. as an IT specialist with an excellent examination.
Previous professional experience in the field of data management or
Proven experience as an intern or working student in the field of information technology.
You have practical knowledge in database development (e.g. Oracle, SQL).
Basic understanding of IT architecture, infrastructure management and web technologies.

Ihr Profil

You are characterised by your ability to think analytically, your mental flexibility and your ability to solve problems.
You have an independent and methodical working style and a high degree of initiative.
You solve problems within the given time by means of your practice-oriented way of working and your technical enthusiasm.
You are team-oriented and are happy to pass on your knowledge and experience to the team with which you work to solve problems.
You know how to present yourself to customers in a competent and service-oriented manner.

Als Arbeitgeber Bieten Wir

Personal consultation – Intensive consultation prior to hiring in order to determine which IT profession best suits your personality, skills and knowledge.
Individual induction program – Personally tailored to your individual needs and with a guarantee of success for certification in the chosen career path.
Training and support concept – An innovative and continuous training program with everything that e-learning, classroom and onsite training from renowned providers and manufacturers have to offer.
Mentoring and Coaching – Including regular feedback and target agreement discussions with management and the certainty that you are always a person with personality and not a personnel number in a group.
Young, dynamic and international team with flat hierarchies – Mutual helpfulness and real friendships.
Regular team events – Lunches together, visits to the theatre, summer parties, barbecues and talent forging days, so that, in addition to work, fun together is not neglected.
Team-oriented work with challenging and varied tasks – tasks that not only encourage, but also challenge to get the best out of you.
Exciting career perspectives – From further development to management consultant or internalisation to further specialisation within the organisation of our clients.
Permanent employment for an indefinite period – with salaries in line with the market and all the aforementioned advantages!

Have we caught your interest? Then we look forward to receiving your application documents and ask you to send them to jobs@talentschmiede.com . Please do not forget to let us know your salary expectations and possible starting date.

If you have any questions by telephone, please contact Hannah Frank on +49 69 970 979 58. For further information please visit Talentschmiede.com ."
Quant Researcher (m/f/d),"Berlin, Germany",On-site,"BIT Capital is the asset manager for the digital age. We are a tech company founded in 2017 by digital entrepreneur and investor Jan Beckers. As an active asset manager, BIT Capital focuses on the most promising technologies and the world’s leading companies in this field. Our team consists of financial experts, digital entrepreneurs, data experts, quants, and software developers. Analysts and algorithms form a team at BIT Capital. We combine the power of people, data, and technology for optimal performance. We develop financial products based on our technology expertise and our understanding of global trends and their impact on the financial markets. We are a tech company that invests in the best tech companies in the world. This way, we want to give investors access to the exciting investment opportunities of our time and enable them to participate in the value growth of these companies.

We are looking for a passionate Quant Researcher (m/f/d) to join our team in Berlin.

From Day 1, you will be leveraging BIT Capital’s quant team by conducting quantitative research with the goal of generating actionable insights and developing systematic signals and strategies. 

YOUR ROLE
Idea generation for new trading signals, patterns and backtesting ideas
Work in tandem with senior members of the Quant Team on quantitative research papers and systematic strategies
Partner with the Data and Fundamental Research Team on research questions
Support the development of various tools that helps us testing our strategies and portfolio management

YOUR PROFILE
Master/PhD in a technical discipline like Economics, Finance, Mathematics, Physics, CS or similar with excellent results
Exceptional knowledge of statistical concepts, machine learning, time series and modeling
Extremely methodical and structured working approach
Outstanding programming skills in Python and SQL, R is a plus
First experience in working with LLMs is a plus
Knowledge of data structures and database architectures is a plus

YOUR MINDSET
You are passionate about technologies and quantitative investment strategies 
You are a curious person with a strong willingness to learn and consistently improve
You are a team player, seeking to thrive in a collaborative, high-performance, transparent culture
You think outside of the box and and are comfortable with generating new ideas
You are self-driven and entrepreneurial, ready to go the extra mile to deliver the best results for our investors
You commit to BIT Capital Vision and intent to stay long term 

What we offer 
An experienced, international team with professional colleagues and strong experts for an inspiring network
Flat hierarchy and direct interaction with the management and senior staff of BIT Capital
Assumption of responsibility from day one
Challenging, varied tasks for a steep learning curve and professional growth opportunities
A transparent, appreciative feedback culture for your personal development
Team events with a successful team that brings the digital and financial worlds together"
